AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_000073168.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	25.11	53.36	238	WP_000073168	ref|WP_000073168.1|	107	2	470	705	709	207	442	449	1.46e-141	431	74.79	BFirmic_B_WP_000073168.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000073168.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	17.77	35.38	212	WP_000073168	ref|WP_000073168.1|	137	0	10	221	709	5	216	449	1.16e-94	310	59.43	BFirmic_B_WP_000073168.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000296476.1	BAC87975.1	replicative DNA helicase, partial [Bacillus anthracis]	Bacillus anthracis	1392	Bacteria>Firmicutes	25.11	52.94	238	WP_000296476	ref|WP_000296476.1|	108	2	470	705	709	168	403	414	5.66e-144	436	74.79	BFirmic_Banthracis_WP_000296476.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000296476.1	BAC87975.1	replicative DNA helicase, partial [Bacillus anthracis]	Bacillus anthracis	1392	Bacteria>Firmicutes	14.39	33.9	177	WP_000296476	ref|WP_000296476.1|	117	0	45	221	709	1	177	414	6.97e-75	257	57.63	BFirmic_Banthracis_WP_000296476.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001278149.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus cereus group	86661	Bacteria>Firmicutes	25.25	52.94	238	WP_001278149	ref|WP_001278149.1|	108	2	470	705	709	207	442	453	1.11e-143	437	75.21	BFirmic_Bcereus_WP_001278149.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001278149.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus cereus group	86661	Bacteria>Firmicutes	17.63	36.97	211	WP_001278149	ref|WP_001278149.1|	133	0	11	221	709	6	216	453	1.03e-95	312	59.24	BFirmic_Bcereus_WP_001278149.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286145.1	BAC87975.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	17.91	35.38	212	WP_001286145	ref|WP_001286145.1|	137	0	10	221	709	5	216	453	2.09e-94	309	59.91	BFirmic_Bcereus_WP_001286145.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286145.1	BAC87975.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	25.11	52.94	238	WP_001286145	ref|WP_001286145.1|	108	2	470	705	709	207	442	453	8.2e-143	434	74.79	BFirmic_Bcereus_WP_001286145.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286146.1	BAC87975.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	25.11	52.94	238	WP_001286146	ref|WP_001286146.1|	108	2	470	705	709	207	442	453	6.82e-143	435	74.79	BFirmic_Bcereus_WP_001286146.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286146.1	BAC87975.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	17.91	35.38	212	WP_001286146	ref|WP_001286146.1|	137	0	10	221	709	5	216	453	3.17e-94	309	59.91	BFirmic_Bcereus_WP_001286146.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286147.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	17.77	35.38	212	WP_001286147	ref|WP_001286147.1|	137	0	10	221	709	5	216	449	1.53e-94	309	59.43	BFirmic_B_WP_001286147.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286147.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	25.11	53.36	238	WP_001286147	ref|WP_001286147.1|	107	2	470	705	709	207	442	449	4.26e-142	432	74.79	BFirmic_B_WP_001286147.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286148.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	25.11	52.94	238	WP_001286148	ref|WP_001286148.1|	108	2	470	705	709	207	442	453	2.78e-143	435	74.79	BFirmic_B_WP_001286148.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286148.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	17.77	35.38	212	WP_001286148	ref|WP_001286148.1|	137	0	10	221	709	5	216	453	5.43e-95	311	59.43	BFirmic_B_WP_001286148.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286149.1	BAC87975.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	25.11	52.94	238	WP_001286149	ref|WP_001286149.1|	108	2	470	705	709	207	442	453	2.78e-143	435	74.79	BFirmic_B_WP_001286149.1	BCyanob_Gviolaceus_BAC87975.1	1.561	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
