AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_003800224.1	Mycobacterium_Pfam-1	DUF721 domain-containing protein [Arthrobacter globiformis]	Arthrobacter globiformis	1665	Bacteria>Actinobacteria	60.23	43.68	87	WP_003800224	ref|WP_003800224.1|	49	0	2	88	88	74	160	185	2.02e-22	94.6	60.92	BActino_Aglobiformis_WP_003800224.1	Mycobacterium_Pfam-1	6.28	DciA							consensus disorder prediction+consensus disorder prediction	
WP_003855338.1	Mycobacterium_Pfam-1	MULTISPECIES: DUF721 domain-containing protein [Corynebacterium]	Corynebacterium	1716	Bacteria>Actinobacteria	57.95	39.77	88	WP_003855338	ref|WP_003855338.1|	53	0	1	88	88	66	153	178	1.29e-23	97.6	57.95	BActino_C_WP_003855338.1	Mycobacterium_Pfam-1	14.8	DciA							consensus disorder prediction+consensus disorder prediction	
WP_003860983.1	Mycobacterium_Pfam-1	MULTISPECIES: DUF721 domain-containing protein [Corynebacterium]	Corynebacterium	1716	Bacteria>Actinobacteria	57.95	39.77	88	WP_003860983	ref|WP_003860983.1|	53	0	1	88	88	66	153	178	1.18e-23	97.6	57.95	BActino_C_WP_003860983.1	Mycobacterium_Pfam-1	14.8	DciA							consensus disorder prediction+consensus disorder prediction	
WP_003874373.1	Mycobacterium_Pfam-1	DUF721 family protein [Mycobacterium avium]	Mycobacterium avium	1764	Bacteria>Actinobacteria	88.64	80.68	88	WP_003874373	ref|WP_003874373.1|	17	0	1	88	88	69	156	181	1.25e-22	94.9	88.64	BActino_Mavium_WP_003874373.1	Mycobacterium_Pfam-1	1.432	DciA							consensus disorder prediction+consensus disorder prediction+consensus disorder prediction	
WP_003891332.1	Mycobacterium_Pfam-1	DUF721 family protein [Mycolicibacterium smegmatis]	Mycolicibacterium smegmatis	1772	Bacteria>Actinobacteria	84.09	71.26	87	WP_003891332	ref|WP_003891332.1|	25	0	2	88	88	83	169	194	1.82e-21	92.6	85.06	BActino_Msmegmatis_WP_003891332.1	Mycobacterium_Pfam-1	1.432	DciA							consensus disorder prediction+consensus disorder prediction	
WP_003899769.1	Mycobacterium_Pfam-1	MULTISPECIES: DUF721 family protein [Mycobacterium]	Mycobacterium tuberculosis complex	77643	Bacteria>Actinobacteria	100	100	88	WP_003899769	ref|WP_003899769.1|;ref|NP_214518.1|	0	0	1	88	88	75	162	187	1.71e-21	92.2	100	BActino_Mtuberculosis_WP_003899769.1	Mycobacterium_Pfam-1	1.432	DciA							consensus disorder prediction+consensus disorder prediction+consensus disorder prediction	
WP_003930928.1	Mycobacterium_Pfam-1	DUF721 family protein [Mycolicibacterium vaccae]	Mycolicibacterium vaccae	1810	Bacteria>Actinobacteria	79.55	66.67	87	WP_003930928	ref|WP_003930928.1|	29	0	2	88	88	79	165	190	1.19e-21	92.6	80.46	BActino_Mvaccae_WP_003930928.1	Mycobacterium_Pfam-1	1.432	DciA							consensus disorder prediction+consensus disorder prediction	
WP_003936643.1	Mycobacterium_Pfam-1	DUF721 family protein [Rhodococcus ruber]	Rhodococcus ruber	1830	Bacteria>Actinobacteria	76.14	65.91	88	WP_003936643	ref|WP_003936643.1|	30	0	1	88	88	70	157	182	9.11e-22	93	76.14	BActino_Rruber_WP_003936643.1	Mycobacterium_Pfam-1	1.432	DciA							consensus disorder prediction+consensus disorder prediction+consensus disorder prediction	
WP_003942471.1	Mycobacterium_Pfam-1	MULTISPECIES: DUF721 family protein [Rhodococcus]	Rhodococcus	1827	Bacteria>Actinobacteria	78.41	60.23	88	WP_003942471	ref|WP_003942471.1|	35	0	1	88	88	69	156	181	1.41e-22	94.9	78.41	BActino_R_WP_003942471.1	Mycobacterium_Pfam-1	1.432	DciA							consensus disorder prediction+consensus disorder prediction+consensus disorder prediction	
WP_004020964.1	Mycobacterium_Pfam-1	MULTISPECIES: DUF721 family protein [Gordonia]	Gordonia	2053	Bacteria>Actinobacteria	71.59	57.95	88	WP_004020964	ref|WP_004020964.1|	37	0	1	88	88	83	170	195	4.43e-22	94.2	71.59	BActino_G_WP_004020964.1	Mycobacterium_Pfam-1	5.28	DciA							consensus disorder prediction+consensus disorder prediction+consensus disorder prediction	
WP_004080808.1	Mycobacterium_Pfam-1	DUF721 domain-containing protein [Thermotoga maritima]	Thermotoga maritima	2336	Bacteria>Thermotogae	50	24.14	87	WP_004080808	ref|WP_004080808.1|	66	0	2	88	88	4	90	101	8.35e-23	93	50.57	BThermo_Tmaritima_WP_004080808.1	Mycobacterium_Pfam-1	22.5	DciA							""	
WP_004929180.1	Mycobacterium_Pfam-1	DUF721 domain-containing protein [Streptomyces griseoflavus]	Streptomyces griseoflavus	35619	Bacteria>Actinobacteria	60.23	38.89	90	WP_004929180	ref|WP_004929180.1|	53	1	1	88	88	65	154	180	1.7e-21	92.2	58.89	BActino_Sgriseoflavus_WP_004929180.1	Mycobacterium_Pfam-1	3.92	DciA							consensus disorder prediction+consensus disorder prediction	
WP_004985911.1	Mycobacterium_Pfam-1	DUF721 domain-containing protein [Streptomyces viridosporus]	Streptomyces viridosporus	67581	Bacteria>Actinobacteria	59.09	37.78	90	WP_004985911	ref|WP_004985911.1|	54	1	1	88	88	69	158	184	1.73e-21	92.2	57.78	BActino_Sviridosporus_WP_004985911.1	Mycobacterium_Pfam-1	3.92	DciA							consensus disorder prediction+consensus disorder prediction	
WP_005175996.1	Mycobacterium_Pfam-1	DUF721 family protein [Gordonia aichiensis]	Gordonia aichiensis	36820	Bacteria>Actinobacteria	75	60.23	88	WP_005175996	ref|WP_005175996.1|	35	0	1	88	88	75	162	187	1.9e-23	97.3	75	BActino_Gaichiensis_WP_005175996.1	Mycobacterium_Pfam-1	5.28	DciA							consensus disorder prediction+consensus disorder prediction	
