AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_001278149.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus cereus group	86661	Bacteria>Firmicutes	65.52	47.11	450	WP_001278149	ref|WP_001278149.1|	235	3	11	460	464	1	447	453	0	700	67.56	BFirmic_Bcereus_WP_001278149.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286148.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.44	450	WP_001286148	ref|WP_001286148.1|	238	3	11	460	464	1	447	453	0	696	68	BFirmic_B_WP_001286148.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286149.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.22	450	WP_001286149	ref|WP_001286149.1|	239	3	11	460	464	1	447	453	0	695	68	BFirmic_B_WP_001286149.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286242.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.44	450	WP_001286242	ref|WP_001286242.1|	238	3	11	460	464	1	447	453	0	696	68	BFirmic_B_WP_001286242.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286244.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.44	450	WP_001286244	ref|WP_001286244.1|	238	3	11	460	464	1	447	453	0	697	68	BFirmic_B_WP_001286244.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002016457.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.44	450	WP_002016457	ref|WP_002016457.1|	238	3	11	460	464	1	447	453	0	696	68	BFirmic_B_WP_002016457.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002089943.1	AAG08316.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	65.95	46.44	450	WP_002089943	ref|WP_002089943.1|	238	3	11	460	464	1	447	453	0	695	68	BFirmic_Bcereus_WP_002089943.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002123579.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.44	450	WP_002123579	ref|WP_002123579.1|	238	3	11	460	464	1	447	453	0	695	68	BFirmic_B_WP_002123579.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002174501.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	65.95	46.22	450	WP_002174501	ref|WP_002174501.1|	239	3	11	460	464	1	447	453	0	697	68	BFirmic_B_WP_002174501.1	AAG08316.1	2.247	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002551832.1	AAG08316.1	MULTISPECIES: replicative DNA helicase [Pseudomonas]	Pseudomonas	286	Bacteria>Proteobacteria	94.4	85.99	464	WP_002551832	ref|WP_002551832.1|	65	0	1	464	464	1	464	464	0	719	94.4	BProteo_P_WP_002551832.1	AAG08316.1	1.594	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
