AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_000774910.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Vibrio]	Vibrio	662	Bacteria>Proteobacteria	100	100	468	WP_000774910	ref|WP_000774910.1|	0	0	1	468	468	1	468	468	0	743	100	BProteo_V_WP_000774910.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774911.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Vibrio]	Vibrio	662	Bacteria>Proteobacteria	100	99.79	468	WP_000774911	ref|WP_000774911.1|	1	0	1	468	468	1	468	468	0	741	100	BProteo_V_WP_000774911.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774912.1	ABQ20183.1	replicative DNA helicase [Vibrio cholerae]	Vibrio cholerae	666	Bacteria>Proteobacteria	100	99.79	468	WP_000774912	ref|WP_000774912.1|	1	0	1	468	468	1	468	468	0	743	100	BProteo_Vcholerae_WP_000774912.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774913.1	ABQ20183.1	replicative DNA helicase [Vibrio metoecus]	Vibrio metoecus	1481663	Bacteria>Proteobacteria	98.93	98.29	468	WP_000774913	ref|WP_000774913.1|	8	0	1	468	468	1	468	468	0	732	98.93	BProteo_Vmetoecus_WP_000774913.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774914.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Vibrio]	Vibrio	662	Bacteria>Proteobacteria	99.15	98.72	468	WP_000774914	ref|WP_000774914.1|	6	0	1	468	468	1	468	468	0	735	99.15	BProteo_V_WP_000774914.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000918353.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Salmonella]	Salmonella	590	Bacteria>Proteobacteria	89.96	79.78	465	WP_000918353	ref|WP_000918353.1|;ref|NP_463111.1|	91	1	4	468	468	10	471	471	0	718	90.54	BProteo_S_WP_000918353.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918354.1	ABQ20183.1	replicative DNA helicase [Shigella dysenteriae]	Shigella dysenteriae	622	Bacteria>Proteobacteria	88.46	78.59	467	WP_000918354	ref|WP_000918354.1|	93	1	2	468	468	12	471	471	0	713	88.65	BProteo_Sdysenteriae_WP_000918354.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918355.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Escherichia]	Escherichia	561	Bacteria>Proteobacteria	87.82	80	455	WP_000918355	ref|WP_000918355.1|	91	0	14	468	468	17	471	471	0	713	90.33	BProteo_E_WP_000918355.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918356.1	ABQ20183.1	replicative DNA helicase [Escherichia coli]	Escherichia coli	562	Bacteria>Proteobacteria	87.82	80.18	454	WP_000918356	ref|WP_000918356.1|	90	0	15	468	468	18	471	471	0	713	90.53	BProteo_Ecoli_WP_000918356.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918357.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Escherichia]	Escherichia	561	Bacteria>Proteobacteria	87.82	80.22	455	WP_000918357	ref|WP_000918357.1|	90	0	14	468	468	17	471	471	0	712	90.33	BProteo_E_WP_000918357.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918358.1	ABQ20183.1	replicative DNA helicase [Escherichia coli]	Escherichia coli	562	Bacteria>Proteobacteria	87.61	80	455	WP_000918358	ref|WP_000918358.1|	91	0	14	468	468	17	471	471	0	713	90.11	BProteo_Ecoli_WP_000918358.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918359.1	ABQ20183.1	replicative DNA helicase [Escherichia coli]	Escherichia coli	562	Bacteria>Proteobacteria	87.82	79.78	455	WP_000918359	ref|WP_000918359.1|	92	0	14	468	468	17	471	471	0	712	90.33	BProteo_Ecoli_WP_000918359.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918361.1	ABQ20183.1	replicative DNA helicase [Escherichia coli]	Escherichia coli	562	Bacteria>Proteobacteria	87.61	79.78	455	WP_000918361	ref|WP_000918361.1|	92	0	14	468	468	17	471	471	0	711	90.11	BProteo_Ecoli_WP_000918361.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918362.1	ABQ20183.1	MULTISPECIES: replicative DNA helicase [Enterobacteriaceae]	Escherichia	561	Bacteria>Proteobacteria	87.61	79.78	455	WP_000918362	ref|WP_000918362.1|	92	0	14	468	468	17	471	471	0	712	90.11	BProteo_E_WP_000918362.1	BProteo_Vcholerae_ABQ20183.1	1.994	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
