AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_000073168.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.23	37.91	459	WP_000073168	ref|WP_000073168.1|	255	7	4	455	478	11	446	449	0	617	57.52	BFirmic_B_WP_000073168.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001278149.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus cereus group	86661	Bacteria>Firmicutes	55.23	38.58	464	WP_001278149	ref|WP_001278149.1|	255	7	4	460	478	11	451	453	0	624	56.9	BFirmic_Bcereus_WP_001278149.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286145.1	ADV47268.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	55.44	37.93	464	WP_001286145	ref|WP_001286145.1|	258	7	4	460	478	11	451	453	0	619	57.11	BFirmic_Bcereus_WP_001286145.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286146.1	ADV47268.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	55.44	37.93	464	WP_001286146	ref|WP_001286146.1|	258	7	4	460	478	11	451	453	0	619	57.11	BFirmic_Bcereus_WP_001286146.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286147.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	38.13	459	WP_001286147	ref|WP_001286147.1|	254	7	4	455	478	11	446	449	0	618	57.73	BFirmic_B_WP_001286147.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286148.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	37.93	464	WP_001286148	ref|WP_001286148.1|	258	7	4	460	478	11	451	453	0	621	57.11	BFirmic_B_WP_001286148.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286149.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	37.72	464	WP_001286149	ref|WP_001286149.1|	259	7	4	460	478	11	451	453	0	620	57.11	BFirmic_B_WP_001286149.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286239.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus	1386	Bacteria>Firmicutes	55.44	38.13	459	WP_001286239	ref|WP_001286239.1|	254	7	4	455	478	11	446	449	0	618	57.73	BFirmic_B_WP_001286239.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286241.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	38.13	459	WP_001286241	ref|WP_001286241.1|	254	7	4	455	478	11	446	449	0	619	57.73	BFirmic_B_WP_001286241.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286242.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	37.72	464	WP_001286242	ref|WP_001286242.1|	259	7	4	460	478	11	451	453	0	621	57.11	BFirmic_B_WP_001286242.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286243.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillaceae]	Bacillus	1386	Bacteria>Firmicutes	55.44	38.13	459	WP_001286243	ref|WP_001286243.1|	254	7	4	455	478	11	446	449	0	617	57.73	BFirmic_B_WP_001286243.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286244.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	37.93	464	WP_001286244	ref|WP_001286244.1|	258	7	4	460	478	11	451	453	0	621	57.11	BFirmic_B_WP_001286244.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002016457.1	ADV47268.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	55.44	37.72	464	WP_002016457	ref|WP_002016457.1|	259	7	4	460	478	11	451	453	0	620	57.11	BFirmic_B_WP_002016457.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002089943.1	ADV47268.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	55.44	37.72	464	WP_002089943	ref|WP_002089943.1|	259	7	4	460	478	11	451	453	0	620	57.11	BFirmic_Bcereus_WP_002089943.1	BProteo_Nsalsuginis_ADV47268.1	1.761	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
