AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_002711468.1	ATQ43263.1	replicative DNA helicase [Afipia clevelandensis]	Afipia clevelandensis	1034	Bacteria>Proteobacteria	72.53	56.63	498	WP_002711468	ref|WP_002711468.1|	209	2	2	495	495	4	498	500	0	691	72.09	BProteo_Aclevelandensis_WP_002711468.1	BProteo_Cmirabilis_ATQ43263.1	2.173	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002716134.1	ATQ43263.1	replicative DNA helicase [Afipia felis]	Afipia felis	1035	Bacteria>Proteobacteria	71.31	56.85	489	WP_002716134	ref|WP_002716134.1|	211	0	1	489	495	3	491	498	0	678	72.19	BProteo_Afelis_WP_002716134.1	BProteo_Cmirabilis_ATQ43263.1	2.173	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002726561.1	ATQ43263.1	replicative DNA helicase [Phaeospirillum molischianum]	Phaeospirillum molischianum	1083	Bacteria>Proteobacteria	67.48	53.09	501	WP_002726561	ref|WP_002726561.1|	227	1	1	493	495	1	501	505	0	686	66.67	BProteo_Pmolischianum_WP_002726561.1	BProteo_Cmirabilis_ATQ43263.1	8.14	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002963606.1	ATQ43263.1	MULTISPECIES: replicative DNA helicase [Brucella]	Brucella	234	Bacteria>Proteobacteria	69.9	54.08	490	WP_002963606	ref|WP_002963606.1|	223	2	1	488	495	3	492	501	0	687	70.61	BProteo_B_WP_002963606.1	BProteo_Cmirabilis_ATQ43263.1	1.545	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003253846.1	ATQ43263.1	MULTISPECIES: replicative DNA helicase [Bacillaceae]	Parageobacillus thermoglucosidasius	1426	Bacteria>Firmicutes	52.93	37.53	477	WP_003253846	ref|WP_003253846.1|	262	5	17	493	495	6	446	454	0	675	54.93	BFirmic_Pthermoglucosidasius_WP_003253846.1	BProteo_Cmirabilis_ATQ43263.1	4.46	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003353446.1	ATQ43263.1	replicative DNA helicase [Bacillus smithii]	Bacillus smithii	1479	Bacteria>Firmicutes	52.32	37.79	471	WP_003353446	ref|WP_003353446.1|	259	4	19	489	495	8	444	454	0	676	54.99	BFirmic_Bsmithii_WP_003353446.1	BProteo_Cmirabilis_ATQ43263.1	4.46	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003397564.1	ATQ43263.1	replicative DNA helicase [Anoxybacillus flavithermus]	Anoxybacillus	150247	Bacteria>Firmicutes	53.54	37.26	475	WP_003397564	ref|WP_003397564.1|	262	5	19	493	495	8	446	454	0	681	55.79	BFirmic_A_WP_003397564.1	BProteo_Cmirabilis_ATQ43263.1	4.46	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003496844.1	ATQ43263.1	replicative DNA helicase [Agrobacterium tumefaciens]	Agrobacterium tumefaciens	358	Bacteria>Proteobacteria	68.28	52.45	490	WP_003496844	ref|WP_003496844.1|	232	1	1	489	495	1	490	498	0	686	68.98	BProteo_Atumefaciens_WP_003496844.1	BProteo_Cmirabilis_ATQ43263.1	1.545	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003502052.1	ATQ43263.1	MULTISPECIES: replicative DNA helicase [Rhizobium/Agrobacterium group]	Rhizobium/Agrobacterium group	227290	Bacteria>Proteobacteria	68.89	53.06	490	WP_003502052	ref|WP_003502052.1|	229	1	1	489	495	1	490	498	0	687	69.59	BProteo_Rgroup_WP_003502052.1	BProteo_Cmirabilis_ATQ43263.1	1.545	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003512358.1	ATQ43263.1	MULTISPECIES: replicative DNA helicase [Rhizobium/Agrobacterium group]	Rhizobium/Agrobacterium group	227290	Bacteria>Proteobacteria	68.69	53.06	490	WP_003512358	ref|WP_003512358.1|	229	1	1	489	495	1	490	498	0	686	69.39	BProteo_Rgroup_WP_003512358.1	BProteo_Cmirabilis_ATQ43263.1	1.545	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
