AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_002711468.1	AGB47137.1	replicative DNA helicase [Afipia clevelandensis]	Afipia clevelandensis	1034	Bacteria>Proteobacteria	81.25	67.48	489	WP_002711468	ref|WP_002711468.1|	151	3	11	495	496	15	499	500	0	702	82.41	BProteo_Aclevelandensis_WP_002711468.1	BProteo_Maustralicum_AGB47137.1	2.167	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_002963606.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Brucella]	Brucella	234	Bacteria>Proteobacteria	88.5	77.05	501	WP_002963606	ref|WP_002963606.1|	110	3	1	496	496	1	501	501	0	726	87.62	BProteo_B_WP_002963606.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003496844.1	AGB47137.1	replicative DNA helicase [Agrobacterium tumefaciens]	Agrobacterium tumefaciens	358	Bacteria>Proteobacteria	84.88	73.49	498	WP_003496844	ref|WP_003496844.1|	128	3	1	495	496	1	497	498	0	709	84.54	BProteo_Atumefaciens_WP_003496844.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003502052.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Rhizobium/Agrobacterium group]	Rhizobium/Agrobacterium group	227290	Bacteria>Proteobacteria	85.68	73.9	498	WP_003502052	ref|WP_003502052.1|	126	3	1	495	496	1	497	498	0	707	85.34	BProteo_Rgroup_WP_003502052.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003512358.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Rhizobium/Agrobacterium group]	Rhizobium/Agrobacterium group	227290	Bacteria>Proteobacteria	85.68	74.1	498	WP_003512358	ref|WP_003512358.1|	125	3	1	495	496	1	497	498	0	706	85.34	BProteo_Rgroup_WP_003512358.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003520716.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Rhizobium/Agrobacterium group]	Rhizobium/Agrobacterium group	227290	Bacteria>Proteobacteria	85.68	73.9	498	WP_003520716	ref|WP_003520716.1|	126	3	1	495	496	1	497	498	0	707	85.34	BProteo_Rgroup_WP_003520716.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003531702.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Rhizobiales]	Sinorhizobium	28105	Bacteria>Proteobacteria	86.09	74.8	500	WP_003531702	ref|WP_003531702.1|	120	3	1	495	496	1	499	499	0	718	85.4	BProteo_S_WP_003531702.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003547022.1	AGB47137.1	replicative DNA helicase [Rhizobium leguminosarum]	Rhizobium	379	Bacteria>Proteobacteria	84.68	73.9	498	WP_003547022	ref|WP_003547022.1|	126	3	1	495	496	1	497	498	0	705	84.34	BProteo_R_WP_003547022.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003558175.1	AGB47137.1	replicative DNA helicase [Rhizobium leguminosarum]	Rhizobium leguminosarum	384	Bacteria>Proteobacteria	84.68	73.9	498	WP_003558175	ref|WP_003558175.1|	126	3	1	495	496	1	497	498	0	704	84.34	BProteo_Rleguminosarum_WP_003558175.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003574186.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Rhizobium]	Rhizobium	379	Bacteria>Proteobacteria	84.68	73.69	498	WP_003574186	ref|WP_003574186.1|	127	3	1	495	496	1	497	498	0	704	84.34	BProteo_R_WP_003574186.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003587513.1	AGB47137.1	replicative DNA helicase [Rhizobium leguminosarum]	Rhizobium leguminosarum	384	Bacteria>Proteobacteria	84.68	73.69	498	WP_003587513	ref|WP_003587513.1|	127	3	1	495	496	1	497	498	0	705	84.34	BProteo_Rleguminosarum_WP_003587513.1	BProteo_Maustralicum_AGB47137.1	1.63	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003612773.1	AGB47137.1	MULTISPECIES: replicative DNA helicase [Methylosinus]	Methylosinus	425	Bacteria>Proteobacteria	81.45	69.42	484	WP_003612773	ref|WP_003612773.1|	147	1	11	494	496	18	500	501	0	699	83.47	BProteo_M_WP_003612773.1	BProteo_Maustralicum_AGB47137.1	3.56	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
