AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_002789265.1	ABQ71779.1	replicative DNA helicase [Microcystis aeruginosa]	Microcystis aeruginosa	1126	Bacteria>Cyanobacteria	53.43	34.95	867	WP_002789265	ref|WP_002789265.1|	539	14	23	872	874	7	865	872	0	849	53.86	BCyanob_Maeruginosa_WP_002789265.1	BActino_Mtuberculosis_ABQ71779.1	13.8	DnaB+DnaB_C+Intein_splicing+LAGLIDADG_3	AAA_5+hint_7+HINTC_6		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases+HedgehogIntein Hint domain+Homing endonucleases+HedgehogIntein Hint domain+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases+Hedgehog/intein (Hint) domain+Homing endonucleases+P-loop containing nucleoside triphosphate hydrolases	""	DnaB+intein_Nterm+intein_Cterm
WP_003177980.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	4.23	39.34	61	WP_003177980	ref|WP_003177980.1|	37	0	814	874	874	383	443	454	1.69e-20	106	60.66	BFirmic_B_WP_003177980.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003177980.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	28.72	44.44	387	WP_003177980	ref|WP_003177980.1|	212	2	22	407	874	8	392	454	0	542	64.86	BFirmic_B_WP_003177980.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003219149.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	28.83	43.93	387	WP_003219149	ref|WP_003219149.1|	214	2	22	407	874	8	392	454	0	542	65.12	BFirmic_B_WP_003219149.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003219149.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	4.23	39.34	61	WP_003219149	ref|WP_003219149.1|	37	0	814	874	874	383	443	454	1.87e-20	106	60.66	BFirmic_B_WP_003219149.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003226923.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillaceae	186817	Bacteria>Firmicutes	28.83	43.93	387	WP_003226923	ref|WP_003226923.1|;ref|NP_391924.2|	214	2	22	407	874	8	392	454	0	541	65.12	BFirmic_B_WP_003226923.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003226923.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillaceae	186817	Bacteria>Firmicutes	4.23	39.34	61	WP_003226923	ref|WP_003226923.1|;ref|NP_391924.2|	37	0	814	874	874	383	443	454	1.84e-20	106	60.66	BFirmic_B_WP_003226923.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003253846.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillaceae]	Parageobacillus thermoglucosidasius	1426	Bacteria>Firmicutes	28.49	45.48	387	WP_003253846	ref|WP_003253846.1|	208	2	22	407	874	8	392	454	0	547	64.34	BFirmic_Pthermoglucosidasius_WP_003253846.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003253846.1	ABQ71779.1	MULTISPECIES: replicative DNA helicase [Bacillaceae]	Parageobacillus thermoglucosidasius	1426	Bacteria>Firmicutes	4.12	39.34	61	WP_003253846	ref|WP_003253846.1|	37	0	814	874	874	383	443	454	2.71e-21	109	59.02	BFirmic_Pthermoglucosidasius_WP_003253846.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_003329743.1	ABQ71779.1	replicative DNA helicase [Bacillus azotoformans]	Bacillus azotoformans	1454	Bacteria>Firmicutes	4.12	39.34	61	WP_003329743	ref|WP_003329743.1|	37	0	814	874	874	383	443	451	1.09e-20	107	59.02	BFirmic_Bazotoformans_WP_003329743.1	BActino_Mtuberculosis_ABQ71779.1	2.91	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
