AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_000073168.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	63.22	46.22	450	WP_000073168	ref|WP_000073168.1|	233	4	1	449	465	1	442	449	0	700	65.33	BFirmic_B_WP_000073168.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001278149.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus cereus group	86661	Bacteria>Firmicutes	63.22	47.33	450	WP_001278149	ref|WP_001278149.1|	228	4	1	449	465	1	442	453	0	710	65.33	BFirmic_Bcereus_WP_001278149.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286145.1	ACC97884.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	63.45	46.89	450	WP_001286145	ref|WP_001286145.1|	230	4	1	449	465	1	442	453	0	703	65.56	BFirmic_Bcereus_WP_001286145.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286146.1	ACC97884.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	63.45	46.89	450	WP_001286146	ref|WP_001286146.1|	230	4	1	449	465	1	442	453	0	703	65.56	BFirmic_Bcereus_WP_001286146.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286147.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	63.45	46.67	450	WP_001286147	ref|WP_001286147.1|	231	4	1	449	465	1	442	449	0	702	65.56	BFirmic_B_WP_001286147.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286148.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	63.45	46.89	450	WP_001286148	ref|WP_001286148.1|	230	4	1	449	465	1	442	453	0	706	65.56	BFirmic_B_WP_001286148.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286149.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	63.45	47.11	450	WP_001286149	ref|WP_001286149.1|	229	4	1	449	465	1	442	453	0	704	65.56	BFirmic_B_WP_001286149.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286239.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus	1386	Bacteria>Firmicutes	63.45	46.67	450	WP_001286239	ref|WP_001286239.1|	231	4	1	449	465	1	442	449	0	702	65.56	BFirmic_B_WP_001286239.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286240.1	ACC97884.1	replicative DNA helicase, partial [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	63.01	46.85	444	WP_001286240	ref|WP_001286240.1|	227	4	1	443	465	1	436	436	0	692	65.99	BFirmic_Bcereus_WP_001286240.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286241.1	ACC97884.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	63.45	46.67	450	WP_001286241	ref|WP_001286241.1|	231	4	1	449	465	1	442	449	0	703	65.56	BFirmic_B_WP_001286241.1	BElusim_Eminutum_ACC97884.1	1.82	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
