DB.ID	TaxID	AccNum.noV	AccNum	SeqMD5Digest	SLength	Analysis	SignDesc	StartLoc	StopLoc	Score	Status	RunDate	IPRAcc	IPRDesc	FullAccNum	ProteinName	Length	SourceDB	Completeness	Lineage	Species	Name	ShortName	LookupTblDesc	ID	Label
3.30.565.10	36809	WP_074362835	WP_074362835.1	838fc5147e4448ca48a3c2d8678e88f5	211	Gene3D	Histidine kinase-like ATPase C-terminal domain	1	87	6.8E-29	TRUE	26-10-2021	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	WP_074362835.1	DUF721 family protein [Mycobacteroides abscessus]	211	refseq	complete	Bacteria>Actinobacteria	Mycobacteroides abscessus	BActino_Mabscessus_WP_074362835.1	Histidine kinase-like ATPase C-terminal domain	5cphA00		Histidine kinase-like ATPase C
Coil	2053	WP_079931973	WP_079931973.1	96117d14dc5e8e52bbbc9f94f91ed0f6	201	Coils	Coil	31	51	-	TRUE	26-10-2021			WP_079931973.1	MULTISPECIES: DUF721 family protein [Gordonia]	201	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_079931973.1	Coil			Coil
Coil	2053	WP_006361174	WP_006361174.1	476be010849fffa532751fc2b71e9733	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_006361174.1	MULTISPECIES: DUF721 family protein [Gordonia]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_006361174.1	Coil			Coil
Coil	2055	WP_101820439	WP_101820439.1	d92cd3ab9f00deadeddf4d21e18322bb	195	Coils	Coil	26	49	-	TRUE	26-10-2021			WP_101820439.1	DUF721 family protein [Gordonia terrae]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia terrae	BActino_Gterrae_WP_101820439.1	Coil			Coil
Coil	36822	WP_119030755	WP_119030755.1	6c4ca7cd31064b8adc6e971091e5496c	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_119030755.1	DUF721 family protein [Gordonia rubripertincta]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia rubripertincta	BActino_Grubripertincta_WP_119030755.1	Coil			Coil
Coil	272918	WP_106122681	WP_106122681.1	4f39f3ae2ef3f3b78f20f71db68efe06	187	Coils	Coil	1	21	-	TRUE	26-10-2021			WP_106122681.1	DciA family protein [Nesterenkonia sandarakina]	187	refseq	complete	Bacteria>Actinobacteria	Nesterenkonia sandarakina	BActino_Nsandarakina_WP_106122681.1	Coil			Coil
Coil	89051	WP_059039057	WP_059039057.1	d4967bc31e62bbde0f20bb7ed7e0f1bc	194	Coils	Coil	25	45	-	TRUE	26-10-2021			WP_059039057.1	DUF721 family protein [Gordonia desulfuricans]	194	refseq	complete	Bacteria>Actinobacteria	Gordonia desulfuricans	BActino_Gdesulfuricans_WP_059039057.1	Coil			Coil
Coil	589161	WP_161894485	WP_161894485.1	686cbe86b10ceb9fd3333fe5653d2537	184	Coils	Coil	18	38	-	TRUE	26-10-2021			WP_161894485.1	DUF721 family protein [Gordonia spumicola]	184	refseq	complete	Bacteria>Actinobacteria	Gordonia spumicola	BActino_Gspumicola_WP_161894485.1	Coil			Coil
Coil	2053	WP_010843054	WP_010843054.1	cd6657ac2eb323b2b01342e773f913fa	194	Coils	Coil	25	48	-	TRUE	26-10-2021			WP_010843054.1	MULTISPECIES: DUF721 family protein [Gordonia]	194	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_010843054.1	Coil			Coil
Coil	2053	WP_065630837	WP_065630837.1	41c71445a2f8eda5efe36c6d4ebfa82b	194	Coils	Coil	25	48	-	TRUE	26-10-2021			WP_065630837.1	MULTISPECIES: DUF721 family protein [Gordonia]	194	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_065630837.1	Coil			Coil
Coil	168480	WP_006868467	WP_006868467.1	ae424617a41b271987000596c118b8be	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_006868467.1	DUF721 family protein [Gordonia namibiensis]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia namibiensis	BActino_Gnamibiensis_WP_006868467.1	Coil			Coil
Coil	2053	WP_006437503	WP_006437503.1	01b33bd74be214ae23f03129c879e37f	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_006437503.1	MULTISPECIES: DUF721 family protein [Gordonia]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_006437503.1	Coil			Coil
Coil	175628	WP_006900246	WP_006900246.1	5695035eda9b73d212e7d168ea4cdc38	196	Coils	Coil	30	50	-	TRUE	26-10-2021			WP_006900246.1	DUF721 family protein [Gordonia paraffinivorans]	196	refseq	complete	Bacteria>Actinobacteria	Gordonia paraffinivorans	BActino_Gparaffinivorans_WP_006900246.1	Coil			Coil
Coil	175628	WP_131734447	WP_131734447.1	2815b0bb38ff5571984925dec0758f80	196	Coils	Coil	30	50	-	TRUE	26-10-2021			WP_131734447.1	DUF721 family protein [Gordonia paraffinivorans]	196	refseq	complete	Bacteria>Actinobacteria	Gordonia paraffinivorans	BActino_Gparaffinivorans_WP_131734447.1	Coil			Coil
Coil	2053	WP_004020964	WP_004020964.1	be9bdc6ad46dc0f236a9aa7caaa657d7	195	Coils	Coil	26	49	-	TRUE	26-10-2021			WP_004020964.1	MULTISPECIES: DUF721 family protein [Gordonia]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia	BActino_G_WP_004020964.1	Coil			Coil
Coil	175628	WP_109237912	WP_109237912.1	e8b8f39c11b6157b7397979885c1e2ca	196	Coils	Coil	30	50	-	TRUE	26-10-2021			WP_109237912.1	DUF721 family protein [Gordonia paraffinivorans]	196	refseq	complete	Bacteria>Actinobacteria	Gordonia paraffinivorans	BActino_Gparaffinivorans_WP_109237912.1	Coil			Coil
Coil	36822	WP_005200395	WP_005200395.1	8619aff25c7056dcdffb68dfc87d68ff	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_005200395.1	DUF721 family protein [Gordonia rubripertincta]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia rubripertincta	BActino_Grubripertincta_WP_005200395.1	Coil			Coil
Coil	37329	WP_068970743	WP_068970743.1	60bbca93b397d96a2c355caecce27871	194	Coils	Coil	25	48	-	TRUE	26-10-2021			WP_068970743.1	DUF721 family protein [Nocardia farcinica]	194	refseq	complete	Bacteria>Actinobacteria	Nocardia farcinica	BActino_Nfarcinica_WP_068970743.1	Coil			Coil
Coil	84595	WP_014358152	WP_014358152.1	5af2e6bc761f14b951e56857c84ff4b6	191	Coils	Coil	21	41	-	TRUE	26-10-2021			WP_014358152.1	DUF721 family protein [Gordonia polyisoprenivorans]	191	refseq	complete	Bacteria>Actinobacteria	Gordonia polyisoprenivorans	BActino_Gpolyisoprenivorans_WP_014358152.1	Coil			Coil
Coil	84595	WP_006368620	WP_006368620.1	c9b40c3148313dcb2c5bb98256b40332	196	Coils	Coil	26	46	-	TRUE	26-10-2021			WP_006368620.1	DUF721 family protein [Gordonia polyisoprenivorans]	196	refseq	complete	Bacteria>Actinobacteria	Gordonia polyisoprenivorans	BActino_Gpolyisoprenivorans_WP_006368620.1	Coil			Coil
Coil	320799	WP_051989608	WP_051989608.1	16c2ef662f15a076049f416f14d961b0	196	Coils	Coil	30	50	-	TRUE	26-10-2021			WP_051989608.1	DUF721 family protein [Gordonia soli]	196	refseq	complete	Bacteria>Actinobacteria	Gordonia soli	BActino_Gsoli_WP_051989608.1	Coil			Coil
Coil	158898	WP_074852310	WP_074852310.1	c0326e880f39afcc9b1c0666d915830b	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_074852310.1	DUF721 family protein [Gordonia westfalica]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia westfalica	BActino_Gwestfalica_WP_074852310.1	Coil			Coil
Coil	417102	WP_086536858	WP_086536858.1	b202fefeae93d59075ba0e646e2e4932	194	Coils	Coil	25	48	-	TRUE	26-10-2021			WP_086536858.1	DUF721 family protein [Gordonia lacunae]	194	refseq	complete	Bacteria>Actinobacteria	Gordonia lacunae	BActino_Glacunae_WP_086536858.1	Coil			Coil
Coil	1737359	WP_096272616	WP_096272616.1	a82daf9fa880547731780f4718ad4ff3	195	Coils	Coil	29	49	-	TRUE	26-10-2021			WP_096272616.1	DUF721 family protein [Gordonia sp. 1D]	195	refseq	complete	Bacteria>Actinobacteria	Gordonia sp. 1D	BActino_Gsp._WP_096272616.1	Coil			Coil
