AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_000774910.1	AAC23217.1	MULTISPECIES: replicative DNA helicase [Vibrio]	Vibrio	662	Bacteria>Proteobacteria	74.01	65.53	467	WP_000774910	ref|WP_000774910.1|	159	2	36	502	504	4	468	468	0	716	79.87	BProteo_V_WP_000774910.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774911.1	AAC23217.1	MULTISPECIES: replicative DNA helicase [Vibrio]	Vibrio	662	Bacteria>Proteobacteria	74.01	65.53	467	WP_000774911	ref|WP_000774911.1|	159	2	36	502	504	4	468	468	0	714	79.87	BProteo_V_WP_000774911.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774912.1	AAC23217.1	replicative DNA helicase [Vibrio cholerae]	Vibrio cholerae	666	Bacteria>Proteobacteria	73.81	65.53	467	WP_000774912	ref|WP_000774912.1|	159	2	36	502	504	4	468	468	0	716	79.66	BProteo_Vcholerae_WP_000774912.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774913.1	AAC23217.1	replicative DNA helicase [Vibrio metoecus]	Vibrio metoecus	1481663	Bacteria>Proteobacteria	74.6	66.17	467	WP_000774913	ref|WP_000774913.1|	156	2	36	502	504	4	468	468	0	709	80.51	BProteo_Vmetoecus_WP_000774913.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000774914.1	AAC23217.1	MULTISPECIES: replicative DNA helicase [Vibrio]	Vibrio	662	Bacteria>Proteobacteria	74.6	65.74	467	WP_000774914	ref|WP_000774914.1|	158	2	36	502	504	4	468	468	0	711	80.51	BProteo_V_WP_000774914.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	""		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_000918353.1	AAC23217.1	MULTISPECIES: replicative DNA helicase [Salmonella]	Salmonella	590	Bacteria>Proteobacteria	75.4	67.03	464	WP_000918353	ref|WP_000918353.1|;ref|NP_463111.1|	151	2	39	502	504	10	471	471	0	709	81.9	BProteo_S_WP_000918353.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918354.1	AAC23217.1	replicative DNA helicase [Shigella dysenteriae]	Shigella dysenteriae	622	Bacteria>Proteobacteria	74.81	67.82	463	WP_000918354	ref|WP_000918354.1|	147	2	40	502	504	11	471	471	0	709	81.43	BProteo_Sdysenteriae_WP_000918354.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918355.1	AAC23217.1	MULTISPECIES: replicative DNA helicase [Escherichia]	Escherichia	561	Bacteria>Proteobacteria	75.2	68.03	463	WP_000918355	ref|WP_000918355.1|	146	2	40	502	504	11	471	471	0	710	81.86	BProteo_E_WP_000918355.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918356.1	AAC23217.1	replicative DNA helicase [Escherichia coli]	Escherichia coli	562	Bacteria>Proteobacteria	75.2	68.03	463	WP_000918356	ref|WP_000918356.1|	146	2	40	502	504	11	471	471	0	711	81.86	BProteo_Ecoli_WP_000918356.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
WP_000918357.1	AAC23217.1	MULTISPECIES: replicative DNA helicase [Escherichia]	Escherichia	561	Bacteria>Proteobacteria	75.2	68.03	463	WP_000918357	ref|WP_000918357.1|	146	2	40	502	504	11	471	471	0	710	81.86	BProteo_E_WP_000918357.1	BProteo_Hinfluenzae_AAC23217.1	1.699	DnaB+DnaB_C	AAA_5		DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	consensus disorder prediction	DnaB
