AccNum	Query	STitle	Species	TaxID	Lineage	PcPositive	PcIdentity	AlnLength	SAccNum	SAllSeqID	Mismatch	GapOpen	QStart	QEnd	QLength	SStart	SEnd	SLength	EValue	BitScore	PcPosOrig	Name	QueryName	ClusterID	DomArch.Pfam	DomArch.SMART	DomArch.Phobius	DomArch.Gene3D	DomArch.TMHMM	DomArch.SignalP_GRAM_POSITIVE	DomArch.SUPERFAMILY	DomArch.MobiDBLite	DomArch.TIGRFAM
WP_000073168.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.66	48.69	458	WP_000073168	ref|WP_000073168.1|	222	5	6	462	488	3	448	449	0	699	64.63	BFirmic_B_WP_000073168.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001278149.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus cereus group	86661	Bacteria>Firmicutes	60.86	49.89	459	WP_001278149	ref|WP_001278149.1|	217	5	6	463	488	3	449	453	0	708	64.71	BFirmic_Bcereus_WP_001278149.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286145.1	BAH38728.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	60.86	49.45	459	WP_001286145	ref|WP_001286145.1|	219	5	6	463	488	3	449	453	0	702	64.71	BFirmic_Bcereus_WP_001286145.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286146.1	BAH38728.1	replicative DNA helicase [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	60.86	49.45	459	WP_001286146	ref|WP_001286146.1|	219	5	6	463	488	3	449	453	0	702	64.71	BFirmic_Bcereus_WP_001286146.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286147.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.34	458	WP_001286147	ref|WP_001286147.1|	219	5	6	462	488	3	448	449	0	701	64.85	BFirmic_B_WP_001286147.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286148.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.45	459	WP_001286148	ref|WP_001286148.1|	219	5	6	463	488	3	449	453	0	705	64.71	BFirmic_B_WP_001286148.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286149.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.45	459	WP_001286149	ref|WP_001286149.1|	219	5	6	463	488	3	449	453	0	703	64.71	BFirmic_B_WP_001286149.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286239.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus cereus group]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.34	458	WP_001286239	ref|WP_001286239.1|	219	5	6	462	488	3	448	449	0	701	64.85	BFirmic_B_WP_001286239.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286240.1	BAH38728.1	replicative DNA helicase, partial [Bacillus cereus]	Bacillus cereus	1396	Bacteria>Firmicutes	60.05	50	446	WP_001286240	ref|WP_001286240.1|	210	5	6	450	488	3	436	436	0	688	65.7	BFirmic_Bcereus_WP_001286240.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286241.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.34	458	WP_001286241	ref|WP_001286241.1|	219	5	6	462	488	3	448	449	0	702	64.85	BFirmic_B_WP_001286241.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286242.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.24	459	WP_001286242	ref|WP_001286242.1|	220	5	6	463	488	3	449	453	0	704	64.71	BFirmic_B_WP_001286242.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286243.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillaceae]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.34	458	WP_001286243	ref|WP_001286243.1|	219	5	6	462	488	3	448	449	0	702	64.85	BFirmic_B_WP_001286243.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
WP_001286244.1	BAH38728.1	MULTISPECIES: replicative DNA helicase [Bacillus]	Bacillus	1386	Bacteria>Firmicutes	60.86	49.45	459	WP_001286244	ref|WP_001286244.1|	219	5	6	463	488	3	449	453	0	705	64.71	BFirmic_B_WP_001286244.1	BGemmat_Gaurantiaca_BAH38728.1	1.859	DnaB+DnaB_C	""	""	DNAb Helicase Chain A+P-loop containing nucleotide triphosphate hydrolases			N-terminal domain of DnaB helicase+P-loop containing nucleoside triphosphate hydrolases	""	DnaB
